Rank,Player,Team,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,Fum Lost,Pts
500,"Simonson, Scott",CAR,TE,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
501,"Robinson, Demarcus",KCC,WR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0
502,"Ross, Brandon",GBP,RB,0.0,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,-0.1
503,"Pope, Troymaine",FA,RB,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.1,-0.1
504,"Streater, Rod",SFO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
505,"Mayle, Vince",FA,WR,0.0,0.0,-1.4,0.0,0.0,0.0,0.0,0.0,-0.1
506,"Powell, Walter",BUF,WR,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,-0.1
507,"Hackenberg, Christian",NYJ,QB,0.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,-0.2
508,"Jackson, Darius",DAL,RB,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,-0.2
509,"Daniel, Chase",PHI,QB,7.5,0.0,-5.2,0.0,0.0,0.0,0.0,0.0,-0.2
510,"Flynn, Matt",NOR,QB,8.6,0.0,-2.2,0.0,0.0,0.0,0.0,0.2,-0.3
511,"Boykin, Trevone",SEA,QB,16.1,0.0,-9.3,0.0,0.0,0.0,0.0,0.0,-0.3
512,"Boyce, Josh",FA,WR,0.0,0.0,0.0,0.0,1.2,5.4,0.0,0.6,-0.7
513,"Wilder, James",FA,RB,0.0,0.0,12.6,0.0,0.0,0.0,0.0,1.1,-0.9
514,"Murphy, Marcus",NOR,RB,0.0,0.0,3.4,0.0,0.0,0.6,0.0,0.7,-1.0
515,"Renfree, Sean",FA,QB,5.7,0.0,-2.1,0.0,0.0,0.0,0.0,0.0,-1.1
516,"Holton, Johnny",OAK,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.3
517,"Watson, Terrell",CLE,RB,0.0,0.0,14.3,0.0,1.2,0.6,0.0,1.4,-1.3
518,"Neal, Rajion",CLE,RB,0.0,0.0,14.3,0.0,1.2,0.6,0.0,1.4,-1.3
519,"Rogers, Chester",IND,WR,0.0,0.0,0.0,0.0,2.1,9.5,0.0,1.1,-1.3
520,"Grant, Corey",JAC,RB,0.0,0.0,2.4,0.0,2.5,10.0,0.0,1.3,-1.3
521,"Brown, Daniel",FA,WR,0.0,0.0,0.0,0.0,1.8,16.0,0.0,2.0,-2.5
522,"Schaub, Matt",ATL,QB,105.6,0.2,-3.7,0.0,0.0,0.0,0.0,1.2,-3.4
523,"Mostert, Raheem",CLE,RB,0.0,0.0,5.0,0.0,0.5,0.2,0.0,2.6,-4.8

